lava	O
rocks	O
of	O
Punta	B-LOC
Espinosa	I-LOC
on	O
the	O
island	O
.	O

In	O
the	O
golden	O
afternoon	O
light	O
,	O
with	O
the	O
moon	O
rising	O
above	O
the	O
volcanoes	O
on	O
Isabela	B-LOC
Island	I-LOC
across	O
the	O
strait	O
,	O
we	O
could	O
be	O
forgiven	O
for	O
thinking	O
that	O
we	O
were	O
guests	O
in	O
paradise	O
.	O

The	O
creatures	O
you	O
see	O
in	O
the	O
Galapagos	B-LOC
are	O
remarkable	O
in	O
their	O
rarity	O
.	O

They	O
are	O
even	O
more	O
so	O
for	O
their	O
lack	O
of	O
fear	O
.	O

They	O
do	O
n't	O
run	O
away	O
.	O

They	O
carry	O
on	O
basking	O
or	O
playing	O
or	O
mating	O
or	O
incubating	O
their	O
eggs	O
or	O
fighting	O
for	O
territory	O
with	O
blissful	O
disregard	O
for	O
human	O
beings	O
.	O

It	O
is	O
as	O
if	O
you	O
are	O
walking	O
into	O
a	O
David	B-PER
Attenborough	I-PER
programme	O
,	O
and	O
finding	O
that	O
the	O
real	O
thing	O
is	O
even	O
better	O
than	O
you	O
ever	O
imagined	O
.	O

The	O
closeness	O
of	O
the	O
living	O
natural	O
world	O
,	O
in	O
this	O
environment	O
of	O
volcanic	O
rock	O
and	O
sweeping	O
beaches	O
and	O
sparse	O
vegetation	O
,	O
makes	O
the	O
Galapagos	B-LOC
experience	O
special	O
.	O

The	O
colours	O
help	O
,	O
too	O
.	O

The	O
intense	O
black	O
of	O
the	O
rock	O
,	O
the	O
startling	O
blue	O
of	O
sea	O
and	O
sky	O
,	O
the	O
crimson	O
of	O
the	O
mating	O
frigate-birds	O
,	O
the	O
yellow	O
of	O
the	O
warblers	O
,	O
the	O
brilliant	O
orange	O
of	O
the	O
American	O
oyster-catchers	O
,	O
the	O
glistening	O
silver	O
of	O
hundreds	O
of	O
dolphins	O
swooping	O
round	O
your	O
ship	O
in	O
the	O
dawn	O
light	O
.	O

We	O
spent	O
eight	O
days	O
in	O
all	O
,	O
aboard	O
a	O
boat	O
called	O
Tropic	O
Sun	O
,	O
visiting	O
all	O
parts	O
of	O
the	O
islands	O
.	O

We	O
lived	O
,	O
ate	O
and	O
slept	O
on	O
the	O
boat	O
and	O
went	O
ashore	O
two	O
or	O
three	O
times	O
a	O
day	O
,	O
to	O
walk	O
the	O
trails	O
,	O
see	O
the	O
wildlife	O
,	O
and	O
snorkel	O
in	O
the	O
sea	O
.	O

The	O
boat	O
was	O
hardly	O
the	O
most	O
luxurious	O
experience	O
we	O
'd	O
ever	O
had	O
,	O
and	O
was	O
certainly	O
not	O
a	O
centre	O
of	O
gastronomic	O
excellence	O
.	O

But	O
that	O
really	O
was	O
n't	O
the	O
point	O
.	O

It	O
took	O
us	O
to	O
the	O
places	O
we	O
wanted	O
to	O
see	O
;	O
and	O
the	O
expert	O
guide	O
we	O
had	O
,	O
who	O
led	O
us	O
round	O
the	O
trails	O
and	O
explained	O
the	O
flora	O
and	O
fauna	O
to	O
us	O
,	O
was	O
the	O
best	O
we	O
could	O
possibly	O
have	O
wanted	O
.	O

You	O
need	O
not	O
be	O
an	O
inveterate	O
birdwatcher	O
or	O
naturalist	O
to	O
be	O
captivated	O
by	O
what	O
you	O
see	O
.	O

You	O
simply	O
can	O
not	O
help	O
being	O
taken	O
over	O
by	O
a	O
sense	O
of	O
wonder	O
at	O
this	O
different	O
and	O
special	O
world	O
.	O

Darwin	B-PER
's	O
visit	O
,	O
in	O
1835	O
,	O
aboard	O
HMS	O
Beagle	O
lasted	O
five	O
times	O
longer	O
.	O

He	O
marvelled	O
at	O
the	O
tortoises	O
and	O
the	O
iguanas	O
,	O
but	O
it	O
was	O
the	O
tiny	O
finches	O
that	O
jolted	O
his	O
imagination	O
most	O
vividly	O
.	O

They	O
are	O
still	O
called	O
Darwin	B-PER
's	O
Finches	O
in	O
his	O
honour	O
.	O

There	O
are	O
13	O
different	O
species	O
of	O
the	O
finches	O
across	O
the	O
islands	O
(	O
our	O
group	O
managed	O
to	O
see	O
five	O
or	O
six	O
)	O
.	O

The	O
fascination	O
is	O
in	O
the	O
beaks	O
.	O

Each	O
species	O
on	O
each	O
island	O
has	O
,	O
over	O
time	O
,	O
developed	O
a	O
differently	O
shaped	O
beak	O
,	O
adapted	O
to	O
the	O
vegetation	O
and	O
the	O
competition	O
in	O
that	O
particular	O
location	O
.	O

These	O
tiny	O
birds	O
with	O
tiny	O
distinctions	O
helped	O
to	O
produce	O
one	O
of	O
the	O
greatest	O
ever	O
advances	O
in	O
the	O
history	O
of	O
scientific	O
thought	O
.	O

Since	O
Darwin	B-PER
called	O
,	O
these	O
islands	O
on	O
the	O
Equator	B-LOC
have	O
struggled	O
to	O
maintain	O
the	O
fragile	O
balance	O
of	O
their	O
ecology	O
.	O

Over	O
the	O
years	O
,	O
the	O
indigenous	O
animal	O
population	O
has	O
been	O
under	O
increasing	O
threat	O
,	O
from	O
wayward	O
fishermen	O
,	O
or	O
from	O
feral	O
dogs	O
,	O
goats	O
and	O
rats	O
escaping	O
from	O
human	O
settlements	O
or	O
boats	O
.	O

Recently	O
the	O
Ecuador	B-LOC
authorities	O
started	O
trying	O
to	O
eradicate	O
the	O
invading	O
species	O
,	O
and	O
have	O
now	O
succeeded	O
in	O
freeing	O
some	O
entire	O
islands	O
from	O
non-native	O
creatures	O
.	O

A	O
giant	O
tortoise	O
breeding	O
programme	O
is	O
in	O
place	O
,	O
rearing	O
infants	O
in	O
a	O
protected	O
environment	O
at	O
a	O
time	O
when	O
they	O
are	O
at	O
greatest	O
risk	O
,	O
and	O
then	O
returning	O
them	O
to	O
the	O
wild	O
.	O

And	O
there	O
are	O
strict	O
laws	O
now	O
in	O
place	O
against	O
harming	O
or	O
destroying	O
the	O
wildlife	O
-	O
though	O
only	O
recently	O
a	O
group	O
of	O
12	O
slain	O
tortoises	O
was	O
discovered	O
killed	O
apparently	O
for	O
the	O
Japanese	O
aphrodisiac	O
market	O
.	O

The	O
most	O
serious	O
ecological	O
threat	O
,	O
however	O
,	O
is	O
posed	O
by	O
the	O
greatest	O
economic	O
boon	O
the	O
islands	O
have	O
ever	O
had	O
:	O
tourism	O
.	O

Ninety	O
boats	O
,	O
ranging	O
in	O
size	O
from	O
12	O
passengers	O
to	O
100	O
,	O
do	O
the	O
rounds	O
of	O
the	O
islands	O
.	O

And	O
on	O
the	O
whole	O
,	O
the	O
schedules	O
are	O
managed	O
well	O
.	O

The	O
itineraries	O
are	O
staggered	O
,	O
so	O
that	O
at	O
most	O
two	O
or	O
three	O
boats	O
might	O
appear	O
at	O
one	O
location	O
at	O
the	O
same	O
time	O
.	O

When	O
you	O
go	O
ashore	O
you	O
have	O
to	O
be	O
with	O
a	O
guide	O
,	O
you	O
can	O
not	O
stray	O
from	O
the	O
marked	O
trails	O
,	O
and	O
you	O
can	O
not	O
touch	O
the	O
wildlife	O
.	O

One	O
of	O
the	O
passengers	O
on	O
our	O
boat	O
was	O
roundly	O
and	O
rightly	O
chastised	O
for	O
stroking	O
a	O
young	O
sea-lion	O
-	O
an	O
action	O
with	O
potentially	O
fatal	O
consequences	O
for	O
the	O
sea-lion	O
because	O
of	O
the	O
risk	O
of	O
rejection	O
by	O
the	O
mother	O
.	O

In	O
a	O
country	O
as	O
poor	O
as	O
Ecuador	B-LOC
,	O
the	O
temptation	O
to	O
increase	O
the	O
numbers	O
of	O
tourists	O
is	O
always	O
there	O
.	O

We	O
were	O
told	O
there	O
's	O
been	O
a	O
recent	O
request	O
for	O
permission	O
for	O
a	O
much	O
larger	O
boat	O
to	O
travel	O
round	O
the	O
Galapagos	B-LOC
,	O
carrying	O
some	O
500	O
passengers	O
.	O

I	O
shudder	O
to	O
think	O
what	O
might	O
happen	O
if	O
such	O
a	O
boat	O
arrived	O
at	O
Punta	B-LOC
Espinosa	I-LOC
and	O
disgorged	O
everyone	O
on	O
to	O
Fernandina	B-LOC
Island	I-LOC
at	O
the	O
same	O
time	O
.	O

Not	O
only	O
would	O
the	O
shock	O
of	O
a	O
thousand	O
tramping	O
feet	O
endanger	O
the	O
rock	O
,	O
the	O
sand	O
,	O
and	O
the	O
teeming	O
wildlife	O
that	O
depends	O
on	O
it	O
;	O
but	O
it	O
would	O
seriously	O
degrade	O
the	O
quality	O
of	O
the	O
visitors	O
'	O
own	O
experience	O
.	O

Herein	O
lies	O
one	O
of	O
the	O
oldest	O
dilemmas	O
about	O
the	O
evolution	O
of	O
tourism	O
.	O

We	O
value	O
,	O
and	O
to	O
want	O
to	O
visit	O
,	O
the	O
unique	O
and	O
fragile	O
environments	O
of	O
the	O
world	O
.	O

Yet	O
in	O
visiting	O
we	O
risk	O
destroying	O
the	O
very	O
qualities	O
that	O
render	O
those	O
places	O
so	O
enticing	O
.	O

This	O
is	O
especially	O
TRUE	O
where	O
the	O
rarity	O
of	O
the	O
place	O
is	O
quite	O
so	O
marked	O
as	O
it	O
is	O
in	O
the	O
Galapagos	B-LOC
.	O

Responsible	O
tourism	O
lies	O
in	O
absolute	O
respect	O
for	O
the	O
location	O
and	O
its	O
inhabitants	O
.	O

It	O
lies	O
in	O
treading	O
carefully	O
wherever	O
we	O
go	O
.	O

It	O
lies	O
in	O
ensuring	O
that	O
the	O
economic	O
contribution	O
we	O
make	O
by	O
going	O
helps	O
to	O
conserve	O
rather	O
than	O
to	O
destroy	O
.	O

And	O
it	O
lies	O
in	O
developing	O
the	O
international	O
networks	O
protecting	O
endangered	O
species	O
and	O
world	O
heritage	O
so	O
that	O
they	O
can	O
make	O
a	O
difference	O
on	O
the	O
ground	O
.	O

Fortunately	O
,	O
in	O
the	O
Galapagos	B-LOC
,	O
Charles	B-PER
Darwin	I-PER
would	O
recognise	O
much	O
of	O
what	O
he	O
saw	O
if	O
he	O
returned	O
today	O
.	O

It	O
is	O
our	O
duty	O
to	O
ensure	O
that	O
he	O
would	O
recognise	O
it	O
again	O
,	O
another	O
two	O
centuries	O
hence	O
.	O

``	O
For	O
the	O
last	O
three	O
weeks	O
there	O
has	O
been	O
an	O
utterly	O
inexplicable	O
rise	O
in	O
the	O
prison	O
population	O
of	O
about	O
600	O
prisoners	O
a	O
week	O
.	O
''	O

The	O
words	O
of	O
Martin	B-PER
Narey	I-PER
,	O
the	O
director-general	O
of	O
the	O
Prison	B-ORG
Service	I-ORG
,	O
ought	O
to	O
prompt	O
more	O
than	O
the	O
customary	O
political	O
panic	O
.	O

By	O
this	O
morning	O
the	O
prison	O
population	O
,	O
which	O
seemed	O
to	O
have	O
stabilised	O
at	O
around	O
45,000	O
in	O
the	O
late	O
1980s	O
and	O
early	O
1990s	O
,	O
will	O
have	O
passed	O
the	O
70,000	O
mark	O
.	O

Although	O
the	O
causes	O
of	O
the	O
surge	O
of	O
the	O
past	O
three	O
weeks	O
have	O
baffled	O
those	O
who	O
might	O
know	O
,	O
the	O
underlying	O
trend	O
,	O
a	O
rise	O
in	O
the	O
number	O
of	O
prisoners	O
of	O
5,000	O
since	O
this	O
time	O
last	O
year	O
,	O
is	O
utterly	O
explicable	O
,	O
and	O
indeed	O
was	O
predicted	O
.	O

Prison	O
policy	O
in	O
the	O
UK	B-LOC
has	O
been	O
an	O
uphill	O
slalom	O
for	O
the	O
past	O
half-century	O
.	O

Politicians	O
,	O
under	O
pressure	O
to	O
do	O
something	O
about	O
crime	O
,	O
pass	O
laws	O
and	O
write	O
guidelines	O
requiring	O
more	O
criminals	O
to	O
be	O
imprisoned	O
for	O
more	O
crimes	O
for	O
longer	O
.	O

Every	O
now	O
and	O
then	O
,	O
however	O
,	O
there	O
is	O
a	O
crisis	O
as	O
the	O
walls	O
of	O
our	O
prisons	O
begin	O
to	O
bow	O
under	O
the	O
weight	O
of	O
numbers	O
contained	O
therein	O
.	O

Politicians	O
then	O
scrabble	O
around	O
for	O
``	O
tough	O
''	O
alternatives	O
to	O
jail	O
,	O
which	O
they	O
try	O
to	O
sell	O
to	O
a	O
sceptical	O
public	O
,	O
educated	O
only	O
in	O
a	O
simple	O
lock-'em-up	O
logic	O
that	O
reached	O
its	O
conclusion	O
in	O
the	O
bone-jarring	O
stupidity	O
of	O
Michael	B-PER
Howard	I-PER
's	O
``	O
prison	O
works	O
''	O
slogan	O
.	O

The	O
prison-building	O
programme	O
then	O
catches	O
up	O
with	O
the	O
prison	O
population	O
,	O
and	O
we	O
resume	O
the	O
zig-zag	O
which	O
has	O
given	O
us	O
the	O
least	O
successful	O
prison	O
policy	O
in	O
Europe	B-LOC
.	O

The	O
election	O
of	O
a	O
Labour	B-ORG
government	I-ORG
committed	O
to	O
being	O
tough	O
on	O
the	O
causes	O
of	O
crime	O
was	O
a	O
chance	O
to	O
break	O
this	O
self-	O
defeating	O
sequence	O
.	O

Unfortunately	O
,	O
Tony	B-PER
Blair	I-PER
's	O
first	O
Home	O
Secretary	O
,	O
Jack	B-PER
Straw	I-PER
,	O
lacked	O
the	O
courage	O
to	O
seize	O
it	O
.	O

David	B-PER
Blunkett	I-PER
is	O
a	O
more	O
adventurous	O
figure	O
and	O
shows	O
some	O
signs	O
of	O
being	O
willing	O
to	O
challenge	O
the	O
assumptions	O
of	O
the	O
past	O
,	O
but	O
he	O
still	O
poses	O
too	O
often	O
for	O
the	O
unitive	O
gallery	O
.	O

At	O
least	O
he	O
will	O
have	O
no	O
difficulty	O
in	O
rejecting	O
a	O
demand	O
from	O
the	O
Prison	B-ORG
Governors	I-ORG
'	I-ORG
Association	I-ORG
to	O
take	O
away	O
from	O
magistrates	O
altogether	O
the	O
power	O
to	O
hand	O
down	O
custodial	O
sentences	O
.	O

But	O
will	O
he	O
use	O
this	O
crisis	O
to	O
ask	O
deeper	O
questions	O
about	O
why	O
so	O
many	O
people	O
are	O
in	O
prison	O
,	O
and	O
whether	O
they	O
should	O
be	O
?	O

One	O
of	O
the	O
causes	O
of	O
the	O
rise	O
in	O
the	O
prison	O
population	O
in	O
the	O
past	O
seven	O
years	O
has	O
been	O
the	O
growth	O
of	O
illegal	O
drug	O
use	O
,	O
with	O
crack	O
cocaine	O
a	O
particular	O
problem	O
.	O

This	O
week	O
's	O
suggestion	O
that	O
shock	O
tactics	O
should	O
be	O
used	O
to	O
discourage	O
young	O
people	O
from	O
trying	O
heroin	O
is	O
off	O
the	O
point	O
.	O

Information	O
is	O
important	O
,	O
but	O
the	O
interplay	O
between	O
the	O
desire	O
to	O
escape	O
reality	O
and	O
addiction	O
is	O
more	O
complex	O
than	O
a	O
simple	O
Pavlovian	O
model	O
.	O

Medicalising	O
addiction	O
rather	O
than	O
keeping	O
it	O
in	O
the	O
criminal	O
underworld	O
offers	O
the	O
best	O
hope	O
both	O
of	O
controlling	O
hard-drug	O
use	O
and	O
of	O
limiting	O
the	O
effect	O
on	O
crime	O
.	O

If	O
people	O
who	O
have	O
problems	O
with	O
illegal	O
drugs	O
,	O
alcohol	O
or	O
mental	O
health	O
were	O
taken	O
out	O
of	O
our	O
prisons	O
,	O
there	O
would	O
be	O
hardly	O
anyone	O
left	O
.	O

When	O
it	O
comes	O
to	O
the	O
wider	O
causes	O
of	O
crime	O
,	O
however	O
,	O
one	O
of	O
the	O
best	O
places	O
to	O
start	O
is	O
prison	O
itself	O
.	O

With	O
58	O
per	O
cent	O
of	O
inmates	O
recorded	O
as	O
reoffending	O
within	O
two	O
years	O
of	O
release	O
,	O
prison	O
clearly	O
does	O
not	O
work	O
.	O

A	O
brave	O
Home	O
Secretary	O
would	O
conclude	O
that	O
prison	O
obviously	O
reinforces	O
many	O
of	O
the	O
causes	O
of	O
crime	O
.	O

It	O
breaks	O
up	O
families	O
and	O
usually	O
gives	O
prisoners	O
nothing	O
better	O
to	O
do	O
than	O
plan	O
how	O
not	O
to	O
get	O
caught	O
next	O
time	O
.	O

All	O
parties	O
welcomed	O
the	O
Woolf	O
report	O
of	O
1991	O
,	O
yet	O
none	O
has	O
acted	O
on	O
it	O
to	O
improve	O
the	O
education	O
service	O
in	O
prison	O
.	O

If	O
schoolchildren	O
can	O
have	O
life	O
coaches	O
,	O
why	O
not	O
prisoners	O
?	O

Instead	O
,	O
education	O
,	O
anger-management	O
courses	O
and	O
anything	O
constructive	O
are	O
often	O
the	O
first	O
things	O
to	O
be	O
cut	O
when	O
governors	O
come	O
under	O
pressure	O
to	O
save	O
money	O
.	O

Our	O
prison	O
system	O
is	O
an	O
affront	O
to	O
a	O
civilised	O
society	O
,	O
as	O
is	O
witnessed	O
by	O
the	O
number	O
of	O
legal	O
actions	O
brought	O
by	O
prisoners	O
under	O
the	O
Human	O
Rights	O
Act	O
.	O

Even	O
if	O
the	O
voters	O
did	O
not	O
care	O
about	O
that	O
,	O
they	O
should	O
care	O
that	O
it	O
is	O
a	O
very	O
expensive	O
way	O
of	O
training	O
criminals	O
for	O
more	O
crime	O
.	O

Many	O
of	O
the	O
alternatives	O
to	O
prison	O
may	O
not	O
result	O
in	O
much	O
better	O
reoffending	O
rates	O
,	O
but	O
at	O
least	O
they	O
are	O
cheaper	O
.	O

Mr	O
Blunkett	B-PER
should	O
make	O
the	O
radically	O
pragmatic	O
case	O
for	O
the	O
humane	O
treatment	O
of	O
the	O
nation	O
's	O
criminals	O
as	O
a	O
first	O
step	O
in	O
tackling	O
the	O
causes	O
of	O
crime	O
.	O

Here	O
's	O
something	O
to	O
chew	O
over	O
when	O
pondering	O
the	O
growing	O
problem	O
of	O
obese	O
children	O
.	O

The	O
fattest	O
child	O
in	O
my	O
daughter	O
's	O
primary	O
school	O
class	O
was	O
also	O
the	O
cleverest	O
.	O

Her	O
mother	O
came	O
from	O
Kuala	B-LOC
Lumpur	I-LOC
and	O
latched	O
onto	O
me	O
as	O
a	O
fellow	O
Eurasian	O
when	O
we	O
waited	O
to	O
collect	O
our	O
children	O
after	O
school	O
.	O

Far	O
from	O
being	O
worried	O
or	O
embarrassed	O
by	O
Hannah	B-PER
's	O
Humpty	O
Dumpty	O
physique	O
-	O
at	O
seven	O
her	O
daughter	O
weighed	O
close	O
to	O
10	O
stone	O
-	O
she	O
was	O
obviously	O
proud	O
of	O
what	O
she	O
called	O
Hannah	B-PER
's	O
``	O
very	O
good	O
size	O
''	O
.	O

At	O
break	O
,	O
while	O
the	O
others	O
played	O
football	O
,	O
Hannah	B-PER
sat	O
on	O
a	O
bench	O
absorbed	O
in	O
the	O
Reader	O
's	O
Digest	O
or	O
the	O
Ladybird	O
Guide	O
to	O
the	O
Solar	O
System	O
steadily	O
working	O
her	O
way	O
through	O
a	O
family	O
size	O
pack	O
of	O
mini	O
Mars	O
bars	O
.	O

She	O
came	O
to	O
tea	O
once	O
and	O
explained	O
why	O
,	O
although	O
the	O
individual	O
galaxies	O
were	O
constricting	O
,	O
the	O
universe	O
itself	O
was	O
expanding	O
.	O

She	O
wanted	O
to	O
be	O
an	O
astronaut	O
.	O

I	O
had	O
just	O
come	O
back	O
from	O
a	O
press	O
trip	O
to	O
Hawaii	B-LOC
where	O
one	O
morning	O
all	O
of	O
us	O
,	O
apart	O
from	O
a	O
Midlands	B-LOC
radio	O
presenter	O
called	O
Kenny	B-PER
,	O
had	O
been	O
taken	O
by	O
helicopter	O
to	O
see	O
some	O
spectacular	O
waterfalls	O
.	O

Kenny	B-PER
could	O
n't	O
come	O
because	O
the	O
tour	O
guide	O
said	O
he	O
was	O
too	O
fat	O
and	O
would	O
upset	O
the	O
balance	O
of	O
the	O
helicopter	O
.	O

I	O
'd	O
told	O
the	O
children	O
about	O
Kenny	B-PER
and	O
hoped	O
they	O
would	O
n't	O
bring	O
it	O
up	O
.	O

They	O
did	O
n't	O
because	O
,	O
believe	O
it	O
or	O
not	O
,	O
they	O
really	O
had	O
n't	O
noticed	O
Hannah	B-PER
was	O
overweight	O
.	O

``	O
Hannah	O
the	O
clever	O
one	O
,	O
''	O
they	O
'd	O
say	O
,	O
not	O
``	O
Hannah	B-PER
she	O
's	O
fat	O
.	O
''	O

I	O
wish	O
this	O
story	O
had	O
a	O
happy	O
ending	O
for	O
there	O
's	O
no	O
reason	O
why	O
stories	O
about	O
fat	O
people	O
should	O
n't	O
.	O

Take	O
Kenny	B-PER
.	O

From	O
the	O
neck	O
down	O
he	O
looked	O
like	O
Mr	O
Blobby	B-PER
but	O
he	O
had	O
a	O
surprisingly	O
lean	O
,	O
mean	O
profile	O
and	O
a	O
devastatingly	O
sexy	O
voice	O
.	O

Women	O
in	O
the	O
Midlands	B-LOC
wrote	O
in	O
every	O
week	O
to	O
tell	O
Kenny	B-PER
how	O
much	O
they	O
fancied	O
him	O
.	O

When	O
we	O
got	O
back	O
from	O
our	O
waterfall	O
trip	O
,	O
we	O
found	O
him	O
on	O
the	O
hotel	O
terrace	O
drinking	O
beer	O
and	O
dealing	O
with	O
his	O
fan	O
mail	O
.	O

Hannah	B-PER
,	O
I	O
'm	O
sure	O
,	O
could	O
have	O
ended	O
up	O
as	O
content	O
as	O
Kenny	B-PER
,	O
but	O
at	O
12	O
she	O
was	O
screwed	O
up	O
by	O
the	O
therapist	O
her	O
mother	O
got	O
hold	O
of	O
to	O
help	O
her	O
lose	O
weight	O
.	O

Please	O
note	O
it	O
was	O
n't	O
Hannah	B-PER
who	O
wanted	O
to	O
look	O
like	O
Kate	B-PER
Moss	I-PER
,	O
it	O
was	O
her	O
mother	O
forcing	O
her	O
.	O

From	O
being	O
a	O
bright	O
,	O
happy	O
,	O
clever	O
fat	O
girl	O
,	O
Hannah	B-PER
became	O
a	O
depressed	O
neurotic	O
anorexic	O
teenager	O
who	O
only	O
read	O
books	O
about	O
fashion	O
and	O
diets	O
.	O

I	O
bumped	O
into	O
her	O
mother	O
the	O
other	O
day	O
outside	O
the	O
Post	B-ORG
Office	I-ORG
.	O

``	O
How	O
's	O
Hannah	B-PER
?	O
''	O
I	O
said	O
.	O

She	O
was	O
at	O
a	O
health	O
clinic	O
in	O
Portugal	B-LOC
doing	O
alternate	O
sessions	O
of	O
meditation	O
and	O
colonic	O
irrigation	O
,	O
said	O
her	O
mother	O
.	O

Since	O
the	O
obesity	O
report	O
came	O
out	O
,	O
parents	O
have	O
been	O
swamped	O
with	O
advice	O
about	O
how	O
to	O
control	O
their	O
children	O
's	O
diets	O
and	O
lifestyle	O
.	O

The	O
older	O
I	O
get	O
,	O
the	O
less	O
I	O
'm	O
convinced	O
that	O
we	O
poor	O
parents	O
have	O
any	O
control	O
over	O
our	O
children	O
at	O
all	O
.	O

This	O
depressing	O
opinion	O
was	O
confirmed	O
by	O
Sir	O
Richard	B-PER
Doll	I-PER
,	O
the	O
first	O
doctor	O
to	O
discover	O
the	O
link	O
between	O
cancer	O
and	O
smoking	O
.	O

He	O
was	O
on	O
Desert	O
Island	O
Discs	O
,	O
and	O
when	O
Sue	B-PER
Lawley	I-PER
asked	O
plaintively	O
what	O
parents	O
could	O
do	O
to	O
stop	O
their	O
children	O
smoking	O
,	O
Sir	O
Richard	B-PER
said	O
:	O
``	O
Absolutely	O
nothing	O
.	O
''	O

In	O
fact	O
,	O
he	O
opined	O
,	O
the	O
more	O
parents	O
nagged	O
at	O
children	O
not	O
to	O
smoke	O
,	O
the	O
more	O
likely	O
it	O
was	O
that	O
they	O
would	O
.	O

As	O
long	O
as	O
they	O
stopped	O
in	O
their	O
mid-thirties	O
,	O
they	O
would	O
n't	O
die	O
of	O
lung	O
cancer	O
,	O
he	O
thought	O
,	O
and	O
there	O
was	O
a	O
very	O
strong	O
chance	O
they	O
would	O
stop	O
smoking	O
as	O
adults	O
having	O
weighed	O
up	O
all	O
the	O
evidence	O
against	O
it	O
.	O

I	O
'm	O
sure	O
the	O
same	O
argument	O
applies	O
to	O
obesity	O
.	O

Keep	O
nagging	O
at	O
children	O
to	O
stop	O
snacking	O
,	O
switch	O
off	O
the	O
television	O
and	O
take	O
exercise	O
,	O
the	O
more	O
they	O
will	O
guzzle	O
and	O
slump	O
.	O

Waiting	O
outside	O
the	O
fitting	O
rooms	O
of	O
a	O
Kings	B-LOC
Road	I-LOC
shop	O
the	O
other	O
day	O
,	O
I	O
was	O
surprised	O
and	O
dismayed	O
not	O
by	O
how	O
fat	O
kids	O
are	O
these	O
days	O
but	O
how	O
unhealthily	O
skinny	O
they	O
are	O
,	O
especially	O
teenage	O
girls	O
.	O

The	O
ones	O
trying	O
on	O
crop	O
tops	O
and	O
trousers	O
looked	O
less	O
like	O
nubile	O
young	O
women	O
than	O
scaffolding	O
.	O

If	O
you	O
want	O
to	O
see	O
serious	O
obesity	O
,	O
go	O
to	O
Miami	B-LOC
airport	O
.	O

It	O
's	O
more	O
obvious	O
out	O
there	O
because	O
everyone	O
is	O
wearing	O
shorts	O
.	O

The	O
entire	O
airport	O
smells	O
of	O
cinnamon	O
,	O
the	O
preferred	O
topping	O
for	O
all	O
those	O
doughnuts	O
they	O
're	O
selling	O
.	O

You	O
see	O
entire	O
families	O
sitting	O
at	O
doughnut	O
stalls	O
with	O
buckets	O
of	O
doughnuts	O
between	O
their	O
knees	O
.	O

Now	O
that	O
's	O
obesity	O
.	O

Tony	B-PER
Blair	I-PER
is	O
engaged	O
in	O
low	O
politics	O
on	O
fox-hunting	O
.	O

The	O
timing	O
of	O
this	O
,	O
his	O
third	O
initiative	O
,	O
seems	O
to	O
have	O
been	O
influenced	O
by	O
the	O
need	O
to	O
get	O
Stephen	B-PER
Byers	I-PER
through	O
his	O
trial	O
by	O
ordeal	O
in	O
the	O
House	B-ORG
of	I-ORG
Commons	I-ORG
